household_id,lat,lon,district,sector,urban,children_under5,avg_meal_count,water_source,sanitation_tier,income_band,stunting_flag,risk_score,risk_label
HH00623,-2.026,30.08682,Kicukiro,Gahanga,0,4,1,unprotected_well,2,2,1,0.9966,High
HH00624,-2.03818,30.37497,Rwamagana,Gishari,0,0,3,protected_well,3,4,0,0.0,Low
HH00625,-2.03284,30.05304,Kicukiro,Gahanga,1,1,3,piped,3,4,0,0.0,Low
HH00626,-1.88148,30.17565,Gasabo,Kinyinya,1,4,1,piped,3,2,1,0.2264,Low
HH00627,-2.02249,30.22269,Kicukiro,Niboye,0,3,3,river,3,3,1,0.1808,Low
HH00628,-1.93907,30.05807,Kicukiro,Gatenga,1,4,1,piped,3,1,0,0.5689,High
HH00629,-1.88551,30.06244,Gasabo,Kinyinya,0,2,1,river,1,2,1,0.9998,High
HH00630,-1.96077,30.02552,Kicukiro,Gatenga,0,1,3,unprotected_well,2,1,0,0.3654,Medium
HH00631,-1.9113,30.02457,Gasabo,Gasabo,0,1,1,protected_well,3,1,0,0.5348,High
HH00632,-1.95458,30.06033,Kicukiro,Gahanga,1,2,2,piped,3,3,0,0.0009,Low
HH00633,-1.96469,30.1695,Gasabo,Gasabo,1,0,2,piped,2,2,0,0.0057,Low
HH00634,-1.91618,30.00615,Nyarugenge,Rwezamenyo,1,1,1,piped,3,2,0,0.0221,Low
HH00635,-1.96616,30.05402,Kicukiro,Gahanga,1,4,3,piped,1,3,0,0.0225,Low
HH00636,-1.96867,30.51606,Rwamagana,Gahengeri,0,4,2,protected_well,2,2,0,0.6629,High
HH00637,-1.85946,30.19479,Gasabo,Bumbogo,0,1,3,unprotected_well,1,1,0,0.8214,High
HH00638,-1.9487,30.53267,Rwamagana,Gahengeri,0,4,2,protected_well,2,3,1,0.3037,Medium
HH00639,-1.88875,30.16615,Kicukiro,Kanombe,1,2,3,protected_well,3,4,0,0.0002,Low
HH00640,-1.93297,30.06727,Nyarugenge,Nyamirambo,1,0,2,piped,3,3,0,0.0002,Low
HH00641,-2.19389,30.17777,Bugesera,Gashora,0,0,3,unprotected_well,2,1,0,0.1969,Low
HH00642,-1.94845,30.03424,Nyarugenge,Kimisagara,0,2,1,protected_well,1,1,1,0.9942,High
HH00643,-2.193,30.26888,Bugesera,Mwogo,1,4,3,piped,3,3,0,0.0004,Low
HH00644,-1.90045,30.16884,Gasabo,Gasabo,0,1,1,unprotected_well,1,2,1,0.9946,High
HH00645,-2.03003,30.05988,Kicukiro,Kanombe,0,0,1,protected_well,3,2,0,0.0979,Low
HH00646,-2.00605,30.19626,Kicukiro,Gahanga,1,2,3,protected_well,2,2,0,0.0259,Low
HH00647,-2.08946,30.05421,Bugesera,Kamabuye,0,4,2,unprotected_well,3,2,1,0.7353,High
HH00648,-1.83565,30.01988,Gasabo,Jabana,1,4,3,piped,2,2,0,0.0128,Low
HH00649,-2.07835,30.06141,Bugesera,Gashora,0,2,2,protected_well,2,2,1,0.2628,Low
HH00650,-1.9157,30.11259,Gasabo,Kinyinya,1,3,1,piped,2,2,0,0.4988,Medium
HH00651,-1.93108,30.36981,Rwamagana,Gahengeri,0,3,2,river,1,3,1,0.9947,High
HH00652,-1.91598,30.05965,Nyarugenge,Nyamirambo,1,1,1,piped,2,2,0,0.1529,Low
HH00653,-1.82724,30.12466,Gasabo,Remera,1,3,3,piped,3,2,0,0.0007,Low
HH00654,-2.27136,30.23648,Bugesera,Kamabuye,0,1,3,protected_well,1,3,0,0.0197,Low
HH00655,-1.96083,30.14841,Kicukiro,Kagarama,0,3,1,protected_well,2,2,1,0.9182,High
HH00656,-1.97319,30.45115,Rwamagana,Gishari,0,2,3,river,2,1,1,0.9385,High
HH00657,-1.98901,30.18502,Kicukiro,Kagarama,1,4,1,piped,2,3,0,0.3414,Medium
HH00658,-2.17527,30.01873,Bugesera,Gashora,0,2,1,protected_well,1,2,1,0.9745,High
HH00659,-1.99611,30.40542,Rwamagana,Fumbwe,0,1,3,unprotected_well,1,3,0,0.1845,Low
HH00660,-2.06352,30.11027,Kicukiro,Gahanga,1,0,2,piped,1,3,0,0.01,Low
HH00661,-1.96944,30.0358,Nyarugenge,Nyamirambo,1,4,3,piped,3,3,0,0.0004,Low
HH00662,-1.99336,30.11093,Nyarugenge,Rwezamenyo,1,4,2,piped,2,3,0,0.0372,Low
HH00663,-1.90839,30.05739,Nyarugenge,Gitega,1,0,1,piped,2,3,0,0.0168,Low
HH00664,-1.97773,30.12295,Gasabo,Jabana,1,4,3,piped,2,4,0,0.0006,Low
HH00665,-2.13975,30.09969,Bugesera,Mwogo,1,2,3,piped,3,3,0,0.0001,Low
HH00666,-1.89022,30.14462,Gasabo,Remera,1,2,1,piped,3,1,1,0.1931,Low
HH00667,-1.95139,30.14555,Gasabo,Jabana,0,3,2,unprotected_well,3,3,0,0.2079,Low
HH00668,-2.04383,30.47227,Rwamagana,Fumbwe,1,0,3,piped,3,4,0,0.0,Low
HH00669,-2.13058,30.25013,Bugesera,Mareba,0,2,3,piped,1,2,0,0.0185,Low
HH00670,-2.00455,30.06395,Nyarugenge,Gitega,1,0,2,protected_well,3,4,0,0.0004,Low
HH00671,-2.14267,30.14001,Bugesera,Mareba,0,0,2,unprotected_well,3,4,0,0.0045,Low
HH00672,-2.17297,30.16608,Bugesera,Kamabuye,0,4,3,protected_well,2,3,0,0.0315,Low
HH00673,-1.92845,30.10857,Gasabo,Remera,1,0,1,river,3,1,1,0.9842,High
HH00674,-2.05119,30.40591,Rwamagana,Gahengeri,0,3,2,unprotected_well,2,1,1,0.9771,High
HH00675,-2.27975,30.25116,Bugesera,Gashora,0,4,3,protected_well,2,3,0,0.0315,Low
HH00676,-1.88317,30.15009,Gasabo,Remera,0,3,2,protected_well,1,3,1,0.5973,High
HH00677,-2.21076,30.06442,Bugesera,Kamabuye,0,0,3,river,2,1,1,0.7345,High
HH00678,-1.96035,30.31801,Rwamagana,Nzige,0,4,3,piped,2,3,0,0.0029,Low
HH00679,-1.88988,30.42927,Rwamagana,Munyaga,0,4,3,piped,1,2,0,0.0941,Low
HH00680,-1.9883,30.08176,Kicukiro,Kanombe,1,2,3,piped,1,3,0,0.0042,Low
HH00681,-2.04628,30.13722,Bugesera,Gashora,0,2,3,piped,1,3,0,0.0042,Low
HH00682,-1.95877,30.22368,Gasabo,Jabana,0,3,2,protected_well,1,3,1,0.5973,High
HH00683,-1.94171,30.00418,Gasabo,Jabana,0,3,2,protected_well,2,3,0,0.1566,Low
HH00684,-1.92923,30.12584,Kicukiro,Niboye,1,2,2,piped,2,2,0,0.0306,Low
HH00685,-1.95948,30.05953,Nyarugenge,Rwezamenyo,0,4,1,piped,3,1,1,0.5689,High
HH00686,-1.75921,30.44408,Rwamagana,Gishari,0,0,2,protected_well,1,2,0,0.3405,Medium
HH00687,-1.82276,30.11754,Gasabo,Kinyinya,0,0,2,piped,2,3,0,0.0013,Low
HH00688,-1.89906,30.12794,Nyarugenge,Kimisagara,1,1,1,piped,3,2,0,0.0221,Low
HH00689,-1.95779,30.45829,Rwamagana,Gahengeri,0,1,2,river,2,1,1,0.9886,High
HH00690,-1.95629,30.07931,Nyarugenge,Nyamirambo,1,4,3,piped,3,4,0,0.0001,Low
HH00691,-1.93423,30.21412,Gasabo,Bumbogo,0,3,1,piped,1,2,1,0.8882,High
HH00692,-1.79269,30.07904,Nyarugenge,Kigali,1,4,2,protected_well,3,3,0,0.0518,Low
HH00693,-2.02107,30.09664,Kicukiro,Gatenga,1,1,3,piped,3,3,0,0.0,Low
HH00694,-1.90331,30.08845,Gasabo,Bumbogo,1,3,2,piped,3,3,0,0.0021,Low
HH00695,-1.92038,30.0318,Nyarugenge,Rwezamenyo,1,0,1,piped,3,2,0,0.0095,Low
HH00696,-1.914,30.08126,Gasabo,Remera,1,4,2,piped,1,3,0,0.2359,Low
HH00697,-1.97365,30.08386,Kicukiro,Kanombe,1,4,2,piped,3,3,0,0.0048,Low
HH00698,-2.05842,30.09046,Nyarugenge,Rwezamenyo,1,2,2,unprotected_well,2,3,0,0.4715,Medium
HH00699,-1.99868,30.4245,Rwamagana,Munyaga,1,1,2,piped,3,4,0,0.0001,Low
HH00700,-1.92178,30.11432,Gasabo,Jabana,0,4,2,protected_well,1,1,1,0.9861,High
HH00701,-1.88445,30.12438,Nyarugenge,Kimisagara,1,2,2,piped,1,2,1,0.2015,Low
HH00702,-1.83679,30.19391,Gasabo,Kinyinya,1,0,3,piped,2,4,0,0.0,Low
HH00703,-2.04394,30.04275,Nyarugenge,Rwezamenyo,1,2,2,piped,2,3,0,0.007,Low
HH00704,-1.94365,29.98324,Nyarugenge,Rwezamenyo,1,4,3,piped,1,4,0,0.0051,Low
HH00705,-2.16306,30.15641,Bugesera,Gashora,1,2,3,piped,3,4,0,0.0,Low
HH00706,-1.90028,30.53736,Rwamagana,Fumbwe,0,4,1,river,1,1,1,1.0,High
HH00707,-1.87897,30.14227,Gasabo,Bumbogo,1,3,3,piped,2,4,0,0.0003,Low
HH00708,-1.80191,30.10062,Gasabo,Kinyinya,0,0,3,protected_well,1,4,0,0.0019,Low
HH00709,-1.99921,30.13168,Kicukiro,Kagarama,1,1,3,piped,1,3,0,0.0018,Low
HH00710,-1.84256,30.22263,Nyarugenge,Kigali,0,4,2,unprotected_well,2,2,0,0.9569,High
HH00711,-1.87326,30.07347,Gasabo,Jabana,1,2,1,piped,1,2,1,0.7719,High
HH00712,-1.93028,30.09666,Nyarugenge,Gitega,1,2,2,piped,2,3,0,0.007,Low
HH00713,-2.21332,30.22293,Bugesera,Gashora,1,0,3,piped,2,4,0,0.0,Low
HH00714,-2.17241,30.16779,Bugesera,Gashora,0,3,2,unprotected_well,2,4,0,0.3173,Medium
HH00715,-1.99404,30.21446,Kicukiro,Kagarama,1,1,3,piped,3,4,0,0.0,Low
HH00716,-1.93942,30.42301,Rwamagana,Nzige,1,3,2,river,3,3,0,0.7475,High
HH00717,-2.20502,30.24991,Bugesera,Gashora,0,0,1,protected_well,2,1,0,0.7962,High
HH00718,-1.93389,30.12586,Gasabo,Jabana,1,1,2,piped,3,3,0,0.0004,Low
HH00719,-1.89157,30.21181,Gasabo,Gasabo,1,3,2,protected_well,3,4,0,0.0051,Low
HH00720,-2.12415,30.09271,Nyarugenge,Kimisagara,1,3,3,piped,3,3,0,0.0002,Low
HH00721,-1.90218,30.06294,Gasabo,Kinyinya,1,2,2,protected_well,3,2,0,0.0427,Low
HH00722,-2.04749,30.0512,Nyarugenge,Gitega,1,3,2,piped,3,2,0,0.0092,Low
HH00723,-1.9242,30.15717,Nyarugenge,Nyamirambo,0,1,2,protected_well,2,2,0,0.1318,Low
HH00724,-1.99843,30.48045,Rwamagana,Nzige,0,1,2,piped,2,1,0,0.0572,Low
HH00725,-1.97702,30.10984,Nyarugenge,Nyamirambo,1,4,3,piped,2,3,0,0.0029,Low
HH00726,-1.90633,30.02779,Nyarugenge,Gitega,1,2,2,river,3,2,0,0.8503,High
HH00727,-1.9446,30.46494,Rwamagana,Munyaga,0,2,1,piped,1,1,1,0.9385,High
HH00728,-2.22503,30.08007,Bugesera,Mwogo,1,1,3,protected_well,3,3,0,0.0003,Low
HH00729,-1.99195,30.06626,Gasabo,Jabana,1,1,2,piped,2,3,0,0.003,Low
HH00730,-1.94731,30.20872,Kicukiro,Niboye,0,2,2,unprotected_well,2,1,1,0.9477,High
HH00731,-1.93054,30.04943,Kicukiro,Kagarama,1,2,1,piped,2,2,0,0.2977,Low
HH00732,-1.92656,30.07048,Nyarugenge,Kigali,1,3,2,piped,2,4,0,0.0036,Low
HH00733,-1.99207,30.46133,Rwamagana,Munyaga,1,3,2,piped,2,3,0,0.0162,Low
HH00734,-1.8849,30.11666,Nyarugenge,Kigali,1,4,1,unprotected_well,3,4,1,0.647,High
HH00735,-1.96265,30.42649,Rwamagana,Fumbwe,1,2,2,piped,3,3,0,0.0009,Low
HH00736,-2.07008,30.05181,Nyarugenge,Nyamirambo,1,1,3,piped,3,4,0,0.0,Low
HH00737,-2.02088,30.05935,Kicukiro,Kanombe,0,1,3,unprotected_well,3,4,0,0.0008,Low
HH00738,-2.0208,30.42274,Rwamagana,Gishari,1,4,3,protected_well,3,3,0,0.0041,Low
HH00739,-2.02819,30.10435,Kicukiro,Niboye,1,4,2,piped,3,3,0,0.0048,Low
HH00740,-1.82001,30.13957,Nyarugenge,Gitega,1,2,3,piped,2,3,0,0.0005,Low
HH00741,-2.20607,30.16205,Bugesera,Kamabuye,1,2,3,piped,2,4,0,0.0001,Low
HH00742,-1.92942,30.01291,Kicukiro,Kagarama,0,2,2,protected_well,1,2,0,0.7401,High
HH00743,-1.96325,30.40766,Rwamagana,Nzige,0,2,1,piped,3,2,0,0.0504,Low
HH00744,-2.1518,30.24943,Bugesera,Gashora,0,3,2,protected_well,3,1,1,0.321,Medium
HH00745,-1.92844,30.06272,Kicukiro,Gatenga,1,3,2,piped,2,3,0,0.0162,Low
HH00746,-1.94433,30.08269,Kicukiro,Gahanga,0,3,3,piped,1,1,0,0.1662,Low
HH00747,-2.11448,30.16143,Bugesera,Mwogo,0,2,2,piped,2,2,0,0.0306,Low
HH00748,-2.10812,30.15401,Bugesera,Kamabuye,1,1,2,protected_well,3,4,0,0.0009,Low
HH00749,-1.83685,30.11301,Gasabo,Kinyinya,0,4,2,protected_well,3,3,0,0.0518,Low
HH00750,-1.83618,30.07447,Nyarugenge,Gitega,1,2,3,piped,3,3,0,0.0001,Low
HH00751,-1.90426,30.04814,Gasabo,Kinyinya,1,1,3,protected_well,3,4,0,0.0001,Low
HH00752,-1.97382,30.14073,Gasabo,Bumbogo,1,1,3,protected_well,1,3,0,0.0197,Low
HH00753,-1.95236,30.05285,Nyarugenge,Kimisagara,1,2,3,protected_well,3,3,0,0.0007,Low
HH00754,-1.95265,30.03072,Kicukiro,Niboye,0,1,2,river,3,2,0,0.7076,High
HH00755,-1.85583,30.06621,Nyarugenge,Gitega,1,0,3,piped,2,3,0,0.0001,Low
HH00756,-1.93862,30.20923,Gasabo,Gasabo,0,3,2,protected_well,2,2,0,0.4557,Medium
HH00757,-2.01071,30.09423,Gasabo,Kinyinya,1,3,3,piped,3,3,0,0.0002,Low
HH00758,-1.91698,30.54065,Rwamagana,Fumbwe,0,3,1,unprotected_well,3,2,1,0.9407,High
HH00759,-1.98384,30.06982,Kicukiro,Gatenga,0,3,3,piped,3,2,0,0.0007,Low
HH00760,-1.86364,30.44488,Rwamagana,Gishari,0,0,2,piped,1,1,0,0.171,Low
HH00761,-2.15819,30.14535,Bugesera,Kamabuye,0,1,2,river,1,2,1,0.9936,High
HH00762,-2.0041,30.13849,Kicukiro,Gahanga,0,0,2,protected_well,3,1,0,0.0352,Low
HH00763,-1.85657,30.15905,Gasabo,Kinyinya,1,1,3,piped,2,3,0,0.0002,Low
HH00764,-1.90292,30.08359,Gasabo,Gasabo,1,0,3,piped,1,2,0,0.0034,Low
HH00765,-1.93203,30.12258,Gasabo,Gasabo,0,2,2,protected_well,1,3,0,0.3871,Medium
HH00766,-1.96842,30.00631,Nyarugenge,Rwezamenyo,0,3,3,protected_well,1,1,0,0.6921,High
HH00767,-1.91971,30.05578,Nyarugenge,Kimisagara,1,4,3,piped,3,2,0,0.0016,Low
HH00768,-2.02103,29.99832,Nyarugenge,Kimisagara,1,4,2,piped,2,4,0,0.0085,Low
HH00769,-2.0161,30.08506,Kicukiro,Kagarama,0,1,2,piped,3,2,0,0.0017,Low
HH00770,-2.17889,30.06415,Bugesera,Juru,0,3,2,piped,3,2,0,0.0092,Low
HH00771,-2.11036,30.4473,Rwamagana,Munyaga,0,0,2,unprotected_well,1,1,1,0.9633,High
HH00772,-1.87547,30.41926,Rwamagana,Munyaga,0,1,3,river,1,2,1,0.92,High
HH00773,-1.92443,30.14702,Kicukiro,Gahanga,1,4,1,piped,2,1,1,0.9133,High
HH00774,-2.05671,30.25732,Bugesera,Gashora,1,1,2,piped,3,1,0,0.0075,Low
HH00775,-2.1613,30.12014,Bugesera,Gashora,0,1,2,unprotected_well,3,3,0,0.0454,Low
HH00776,-1.92157,30.16035,Gasabo,Kinyinya,0,0,2,unprotected_well,2,2,0,0.4217,Medium
HH00777,-2.14505,30.16982,Bugesera,Mwogo,0,1,2,unprotected_well,2,3,0,0.2753,Low
HH00778,-2.17486,30.14707,Bugesera,Mareba,0,4,2,unprotected_well,1,2,1,0.9944,High
HH00779,-1.99108,30.01385,Nyarugenge,Kigali,1,4,3,piped,3,4,0,0.0001,Low
HH00780,-1.90744,30.16708,Gasabo,Jabana,1,3,3,protected_well,3,2,0,0.0078,Low
HH00781,-2.10158,30.12645,Bugesera,Mwogo,0,3,3,protected_well,1,1,0,0.6921,High
HH00782,-1.99826,29.98435,Kicukiro,Gahanga,1,0,1,piped,3,4,0,0.0005,Low
HH00783,-1.88069,30.0965,Nyarugenge,Rwezamenyo,1,2,3,piped,3,3,0,0.0001,Low
HH00784,-2.00743,30.08165,Kicukiro,Gahanga,0,4,1,protected_well,1,2,1,0.9953,High
HH00785,-1.96909,30.34149,Rwamagana,Gahengeri,0,2,2,protected_well,2,4,0,0.0172,Low
HH00786,-1.84372,29.88995,Nyarugenge,Kimisagara,1,0,2,piped,3,4,0,0.0,Low
HH00787,-1.95231,30.08582,Kicukiro,Niboye,1,0,2,piped,3,3,0,0.0002,Low
HH00788,-1.86931,30.09546,Nyarugenge,Kigali,1,0,3,piped,3,4,0,0.0,Low
HH00789,-2.05889,30.0725,Kicukiro,Gahanga,0,1,2,piped,1,1,0,0.3264,Medium
HH00790,-2.01681,30.10973,Kicukiro,Kanombe,1,0,2,piped,3,1,0,0.0032,Low
HH00791,-1.96701,30.20309,Kicukiro,Gatenga,0,1,3,unprotected_well,3,4,0,0.0008,Low
HH00792,-2.01048,30.51096,Rwamagana,Nzige,0,0,3,protected_well,2,4,0,0.0002,Low
HH00793,-1.99348,30.13742,Kicukiro,Niboye,1,0,2,piped,3,2,0,0.0007,Low
HH00794,-1.95504,30.10489,Kicukiro,Gahanga,1,2,2,piped,3,3,0,0.0009,Low
HH00795,-1.92145,30.01755,Nyarugenge,Kimisagara,1,3,3,piped,2,3,0,0.0012,Low
HH00796,-1.92648,30.08777,Gasabo,Bumbogo,1,3,2,piped,2,4,0,0.0036,Low
HH00797,-1.87184,30.10056,Gasabo,Jabana,1,3,3,piped,3,4,0,0.0,Low
HH00798,-2.04793,30.00034,Kicukiro,Kanombe,1,1,2,protected_well,3,2,0,0.0187,Low
HH00799,-1.95793,30.1243,Nyarugenge,Rwezamenyo,1,1,3,unprotected_well,3,4,0,0.0008,Low
HH00800,-2.00589,30.0749,Kicukiro,Kanombe,0,3,2,unprotected_well,3,2,0,0.5419,High
HH00801,-1.78544,30.07645,Gasabo,Bumbogo,1,0,3,piped,3,4,0,0.0,Low
HH00802,-2.2511,30.07695,Bugesera,Mareba,0,0,1,river,3,2,1,0.9325,High
HH00803,-2.0049,30.12634,Kicukiro,Kagarama,1,1,1,piped,2,2,0,0.1529,Low
HH00804,-1.96451,30.11698,Nyarugenge,Kigali,1,0,2,piped,1,3,0,0.01,Low
HH00805,-2.01062,30.14808,Kicukiro,Kanombe,1,4,2,piped,3,3,0,0.0048,Low
HH00806,-2.01378,30.03375,Nyarugenge,Rwezamenyo,1,0,2,piped,3,3,0,0.0002,Low
HH00807,-2.13241,30.02095,Bugesera,Juru,0,3,2,protected_well,1,2,1,0.8699,High
HH00808,-1.92486,30.03281,Gasabo,Remera,1,4,3,piped,3,3,0,0.0004,Low
HH00809,-1.85661,30.01331,Nyarugenge,Kimisagara,1,2,3,river,2,3,0,0.4288,Medium
HH00810,-2.12036,30.15907,Bugesera,Kamabuye,0,3,2,piped,1,3,0,0.1162,Low
HH00811,-1.97223,29.98745,Nyarugenge,Nyamirambo,1,2,2,protected_well,2,3,0,0.0733,Low
HH00812,-1.97123,30.39705,Rwamagana,Munyaga,0,1,2,piped,2,2,0,0.0133,Low
HH00813,-2.17584,30.08993,Bugesera,Gashora,0,4,3,protected_well,2,3,0,0.0315,Low
HH00814,-1.9069,30.04575,Gasabo,Remera,0,3,3,river,1,3,1,0.9337,High
HH00815,-1.90034,30.03748,Nyarugenge,Kimisagara,1,1,2,piped,2,3,0,0.003,Low
HH00816,-1.92193,29.96607,Nyarugenge,Nyamirambo,1,0,2,piped,3,3,0,0.0002,Low
HH00817,-2.09449,30.11446,Bugesera,Juru,0,3,1,piped,1,2,0,0.8882,High
HH00818,-2.14515,30.16265,Bugesera,Gashora,0,4,2,piped,2,3,0,0.0372,Low
HH00819,-1.92645,30.11639,Kicukiro,Gahanga,1,0,3,piped,3,2,0,0.0001,Low
HH00820,-1.93766,30.49022,Rwamagana,Nzige,0,4,3,protected_well,2,3,0,0.0315,Low
HH00821,-1.84355,30.38758,Rwamagana,Nzige,1,2,2,protected_well,3,1,0,0.1676,Low
HH00822,-2.12877,30.13635,Nyarugenge,Rwezamenyo,1,4,1,piped,3,1,0,0.5689,High
HH00823,-1.94931,30.37458,Rwamagana,Gishari,1,4,3,piped,3,3,0,0.0004,Low
HH00824,-1.94542,30.41765,Rwamagana,Gahengeri,1,1,2,protected_well,3,2,0,0.0187,Low
HH00825,-1.87547,30.04793,Nyarugenge,Nyamirambo,1,0,1,river,3,1,1,0.9842,High
HH00826,-1.89773,30.01263,Gasabo,Jabana,0,1,2,protected_well,1,1,1,0.8453,High
HH00827,-1.95218,30.49464,Rwamagana,Fumbwe,0,0,1,unprotected_well,1,2,1,0.9874,High
HH00828,-1.93946,29.98778,Nyarugenge,Rwezamenyo,0,3,2,piped,1,2,1,0.3721,Medium
HH00829,-1.85943,30.05344,Gasabo,Jabana,1,1,2,river,3,4,0,0.1064,Low
HH00830,-1.82171,30.33722,Rwamagana,Nzige,0,3,2,unprotected_well,1,3,1,0.9436,High
HH00831,-2.00201,30.16275,Kicukiro,Niboye,0,0,2,protected_well,1,3,0,0.1027,Low
HH00832,-1.98909,30.16378,Gasabo,Remera,1,1,1,unprotected_well,3,1,1,0.9284,High
HH00833,-1.99546,30.05016,Kicukiro,Gahanga,0,2,2,protected_well,3,2,0,0.0427,Low
HH00834,-1.90444,30.51795,Rwamagana,Nzige,0,1,1,river,3,2,1,0.9701,High
HH00835,-1.97027,30.47228,Rwamagana,Gahengeri,0,4,2,protected_well,2,3,0,0.3037,Medium
HH00836,-1.85753,30.07802,Nyarugenge,Kimisagara,1,3,2,protected_well,3,2,0,0.0949,Low
HH00837,-2.00732,30.18666,Kicukiro,Gahanga,0,1,2,piped,2,3,0,0.003,Low
HH00838,-2.19357,30.13318,Bugesera,Gashora,0,4,3,piped,3,3,0,0.0004,Low
HH00839,-1.98167,30.4552,Rwamagana,Gishari,0,1,2,river,2,2,1,0.9508,High
HH00840,-2.15543,30.18824,Bugesera,Kamabuye,0,0,2,piped,1,2,0,0.0438,Low
HH00841,-2.04478,30.41497,Rwamagana,Nzige,0,1,1,protected_well,2,2,1,0.6706,High
HH00842,-1.94469,30.20367,Gasabo,Remera,1,1,2,piped,2,2,0,0.0133,Low
HH00843,-1.99507,30.11751,Gasabo,Kinyinya,0,0,3,piped,2,1,0,0.0019,Low
HH00844,-1.80418,30.11971,Gasabo,Jabana,1,4,3,unprotected_well,2,3,0,0.2685,Low
HH00845,-1.94237,30.50401,Rwamagana,Munyaga,0,4,3,unprotected_well,2,2,1,0.6233,High
HH00846,-2.14357,30.21984,Bugesera,Juru,1,1,2,piped,2,3,0,0.003,Low
HH00847,-1.98446,30.52473,Rwamagana,Fumbwe,0,3,1,unprotected_well,1,2,1,0.999,High
HH00848,-2.13368,30.21616,Bugesera,Kamabuye,0,3,3,unprotected_well,2,3,0,0.1352,Low
HH00849,-2.08913,30.02328,Bugesera,Mwogo,0,2,2,piped,2,1,0,0.1247,Low
HH00850,-1.99811,30.15254,Kicukiro,Kanombe,1,2,3,piped,1,3,0,0.0042,Low
HH00851,-2.05109,30.48491,Rwamagana,Gishari,1,1,2,piped,3,3,0,0.0004,Low
HH00852,-1.92722,30.50935,Rwamagana,Gishari,1,4,2,piped,2,2,0,0.1485,Low
HH00853,-1.95506,30.13368,Kicukiro,Kanombe,0,0,1,unprotected_well,3,1,1,0.8466,High
HH00854,-1.93834,30.36632,Rwamagana,Gahengeri,1,2,2,piped,2,3,0,0.007,Low
HH00855,-2.12902,30.13651,Bugesera,Mareba,1,0,3,piped,3,4,0,0.0,Low
HH00856,-1.9754,30.41392,Rwamagana,Nzige,1,2,2,piped,2,4,0,0.0016,Low
HH00857,-2.2146,30.21454,Bugesera,Mareba,0,3,3,river,2,1,1,0.9728,High
HH00858,-1.93167,30.15168,Gasabo,Jabana,0,1,2,river,2,3,1,0.8108,High
HH00859,-2.06507,30.0946,Kicukiro,Gatenga,0,0,2,protected_well,3,2,0,0.008,Low
HH00860,-2.14997,30.07797,Bugesera,Mareba,0,4,3,unprotected_well,1,1,1,0.9835,High
HH00861,-2.13334,30.15355,Bugesera,Kamabuye,0,3,1,unprotected_well,3,1,1,0.9862,High
HH00862,-1.97775,30.13618,Kicukiro,Niboye,1,3,2,piped,3,2,0,0.0092,Low
HH00863,-2.04814,30.05807,Kicukiro,Gahanga,1,2,2,piped,3,2,0,0.0039,Low
HH00864,-1.86066,30.14725,Gasabo,Bumbogo,1,4,1,river,3,2,1,0.9976,High
HH00865,-2.17801,30.09231,Bugesera,Juru,0,3,1,piped,2,1,1,0.8177,High
HH00866,-1.95011,30.00748,Nyarugenge,Rwezamenyo,1,1,2,piped,3,2,0,0.0017,Low
HH00867,-2.15315,30.08424,Bugesera,Mwogo,0,1,1,protected_well,2,2,1,0.6706,High
HH00868,-2.03067,30.12286,Kicukiro,Kanombe,1,2,2,piped,1,2,0,0.2015,Low
HH00869,-1.87979,29.9745,Gasabo,Remera,1,2,3,protected_well,2,4,0,0.0013,Low
HH00870,-2.00314,30.03155,Nyarugenge,Gitega,1,3,2,piped,3,4,0,0.0005,Low
HH00871,-2.22247,30.16437,Bugesera,Mareba,1,0,2,protected_well,2,1,0,0.2257,Low
HH00872,-1.86804,30.22675,Gasabo,Kinyinya,0,4,1,piped,2,1,1,0.9133,High
HH00873,-2.03028,30.1448,Bugesera,Juru,0,3,3,protected_well,2,2,0,0.0588,Low
HH00874,-2.0437,30.46764,Rwamagana,Gishari,0,2,3,river,1,1,1,0.9919,High
HH00875,-1.92668,30.38356,Rwamagana,Munyaga,0,1,3,protected_well,2,1,0,0.0486,Low
HH00876,-1.89517,30.07907,Gasabo,Jabana,1,1,3,piped,3,4,0,0.0,Low
HH00877,-1.93634,30.01617,Nyarugenge,Nyamirambo,1,2,1,unprotected_well,3,1,0,0.9682,High
HH00878,-1.95095,30.36208,Rwamagana,Fumbwe,0,4,2,piped,1,2,1,0.5819,High
HH00879,-1.91086,30.18326,Kicukiro,Gahanga,1,3,3,river,3,3,0,0.1808,Low
HH00880,-2.18191,30.27837,Bugesera,Mareba,1,2,3,piped,3,3,0,0.0001,Low
HH00881,-2.11998,30.1482,Bugesera,Gashora,1,0,3,protected_well,2,3,0,0.0011,Low
HH00882,-1.86776,30.19725,Gasabo,Kinyinya,1,1,1,piped,1,2,0,0.5903,High
HH00883,-2.24057,30.20029,Bugesera,Kamabuye,0,1,1,river,1,1,1,0.9999,High
HH00884,-2.18644,30.18777,Bugesera,Mwogo,0,1,1,unprotected_well,3,1,1,0.9284,High
HH00885,-2.20355,30.09613,Bugesera,Juru,0,1,2,protected_well,3,4,0,0.0009,Low
HH00886,-1.97603,30.50043,Rwamagana,Fumbwe,0,0,3,unprotected_well,2,1,0,0.1969,Low
HH00887,-1.98971,30.08292,Nyarugenge,Nyamirambo,0,2,2,unprotected_well,3,1,1,0.6943,High
